filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513135510_0113_D.JPG,1,2316,1695,2356,1659,2392,1698,2352,1734,632401.5631648158,5807493.308651548
DJI_20250513135512_0114_D.JPG,1,2121,1934,2159,1897,2196,1937,2158,1974,631758.0545023459,5807358.987780926
DJI_20250513135512_0114_D.JPG,0,2249,1993,2285,2033,2245,2069,2209,2028,632240.0100604652,5807407.820267315
DJI_20250513135514_0115_D.JPG,1,1920,1957,1947,1909,1993,1936,1966,1984,634316.95483836,5807731.22539325
DJI_20250513135514_0115_D.JPG,0,2056,1978,2103,2006,2074,2052,2028,2024,628711.5590905511,5806797.6307613505
DJI_20250513135516_0116_D.JPG,1,1564,1839,1569,1785,1624,1790,1619,1844,633178.8865661236,5807561.154148253
DJI_20250513135516_0116_D.JPG,0,1696,1799,1750,1806,1743,1859,1689,1853,633364.3730987238,5807583.7886621775
DJI_20250513135518_0117_D.JPG,0,1324,1594,1379,1582,1391,1635,1336,1647,633074.4299118958,5807553.490765123
DJI_20250513135522_0119_D.JPG,0,1342,443,1396,451,1390,505,1335,497,633004.7813085134,5807576.543109725
DJI_20250513135522_0119_D.JPG,1,1211,490,1216,435,1265,440,1265,494,633015.6718865167,5807589.089705375
DJI_20250513135524_0120_D.JPG,1,1350,271,1347,216,1397,213,1404,267,633106.3740432706,5807650.90667523
DJI_20250513135524_0120_D.JPG,0,1473,202,1530,202,1530,257,1475,258,633056.2244574572,5807618.042504514
DJI_20250513135536_0126_D.JPG,0,2044,947,2048,1004,1994,1006,1991,951,632521.6996100046,5807485.101406635
DJI_20250513135538_0127_D.JPG,1,1994,890,2049,888,2051,943,1996,944,632556.2466721068,5807490.526936292
DJI_20250513135538_0127_D.JPG,0,2052,1014,2052,1070,1998,1069,1998,1014,632494.0370304096,5807491.322582259
DJI_20250513135540_0128_D.JPG,0,2063,1014,2062,1069,2008,1068,2008,1013,632485.5131809177,5807491.243504335
DJI_20250513135540_0128_D.JPG,1,2005,890,2060,888,2061,942,2007,944,632549.3853988452,5807490.611990199
DJI_20250513135542_0129_D.JPG,0,2060,937,2059,993,2006,993,2006,937,632529.7695781342,5807492.684022298
DJI_20250513135544_0130_D.JPG,0,2045,943,2045,999,1991,998,1991,943,632530.6775715236,5807496.372656304
DJI_20250513135544_0130_D.JPG,1,1987,819,2042,817,2044,871,1989,873,632578.3680582041,5807495.562306982
DJI_20250513135546_0131_D.JPG,0,2042,1223,2042,1282,1988,1277,1989,1222,632287.6872174784,5807505.286504575
DJI_20250513135546_0131_D.JPG,1,1985,1099,2038,1097,2040,1151,1987,1153,632431.4318864277,5807502.372522869
DJI_20250513135548_0132_D.JPG,0,2057,1315,2057,1371,2003,1370,2004,1315,632069.1723194562,5807508.293174821
DJI_20250513135548_0132_D.JPG,1,1999,1192,2053,1189,2056,1244,2002,1246,632326.3955016042,5807504.313964707
DJI_20250513135550_0133_D.JPG,0,2126,1266,2122,1321,2069,1317,2072,1263,632219.9270582758,5807511.2060743
DJI_20250513135550_0133_D.JPG,1,2076,1139,2130,1141,2128,1195,2075,1193,632415.6347245297,5807512.882039533
DJI_20250513135552_0134_D.JPG,0,2419,1431,2395,1480,2346,1457,2369,1408,632303.4347211017,5807500.962412195
DJI_20250513135552_0134_D.JPG,1,2418,1293,2469,1315,2447,1364,2397,1343,632466.6990288491,5807516.180610958
DJI_20250513135554_0135_D.JPG,1,2602,1387,2649,1414,2622,1462,2574,1435,632570.7563705171,5807534.642497463
DJI_20250513135554_0135_D.JPG,0,2587,1525,2558,1572,2511,1543,2540,1497,632524.0145694001,5807525.155635005
DJI_20250513135556_0136_D.JPG,0,2694,1403,2679,1456,2626,1442,2641,1388,632590.5843471711,5807532.499523819
DJI_20250513135556_0136_D.JPG,1,2668,1265,2721,1277,2708,1331,2655,1319,632611.1168873986,5807540.446368112
DJI_20250513135558_0137_D.JPG,0,2680,1404,2706,1446,2663,1473,2635,1431,632591.8789758021,5807528.0445553055
DJI_20250513135558_0137_D.JPG,1,2557,1327,2603,1296,2635,1340,2589,1372,632578.604939212,5807537.4401175855
DJI_20250513135600_0138_D.JPG,0,2563,1338,2594,1384,2549,1416,2517,1370,632541.5755460944,5807551.456346798
DJI_20250513135600_0138_D.JPG,1,2438,1270,2482,1237,2515,1281,2471,1314,632491.1899569936,5807565.942080313
DJI_20250513135602_0139_D.JPG,0,2551,1389,2557,1444,2501,1451,2495,1395,632367.939922449,5807594.851762243
DJI_20250513135602_0139_D.JPG,1,2474,1271,2529,1262,2538,1316,2482,1325,632164.3925857308,5807643.370371218
DJI_20250513135604_0140_D.JPG,0,2601,1236,2593,1291,2537,1284,2546,1228,631142.9657068936,5807883.255646153
DJI_20250513135604_0140_D.JPG,1,2558,1102,2613,1108,2608,1163,2552,1158,639442.2533759415,5805924.941526491
DJI_20250513135606_0141_D.JPG,0,2809,1196,2783,1246,2733,1221,2759,1171,633651.7197895898,5807293.754985993
DJI_20250513135608_0142_D.JPG,0,2623,1265,2597,1315,2547,1291,2573,1240,633814.3531536901,5807319.577556366
DJI_20250513135608_0142_D.JPG,1,2627,1127,2674,1150,2652,1197,2605,1174,633364.2905042281,5807396.86296139
