filename,object_id,x1,x2,x3,x4,y1,y2,y3,y4,lat,lon
DJI_20250513135435_0098_D.JPG,0,2323,1664,2320,1750,2234,1747,2237,1661,631834.6443892622,5807451.976365036
DJI_20250513135435_0098_D.JPG,1,2234,1464,2320,1465,2321,1549,2236,1551,632293.0335463316,5807524.797024794
DJI_20250513135437_0099_D.JPG,1,2205,1285,2289,1266,2308,1351,2224,1369,632428.3906588157,5807549.969253428
DJI_20250513135437_0099_D.JPG,0,2333,1461,2349,1545,2264,1561,2248,1477,632329.5877468444,5807521.6172091365
DJI_20250513135439_0100_D.JPG,1,2183,1306,2265,1279,2292,1361,2209,1388,632033.3332883331,5807599.990856987
DJI_20250513135439_0100_D.JPG,0,2328,1468,2352,1550,2268,1575,2244,1492,632344.4698616294,5807544.330964471
DJI_20250513135441_0101_D.JPG,0,2323,1356,2334,1442,2248,1454,2236,1368,631801.3202979588,5807619.949037794
DJI_20250513135441_0101_D.JPG,1,2204,1175,2289,1160,2303,1245,2218,1261,635537.105363316,5807149.720395678
DJI_20250513135443_0102_D.JPG,0,2344,1242,2351,1329,2263,1337,2257,1249,636597.1343517792,5807047.685310051
DJI_20250513135443_0102_D.JPG,1,2236,1053,2322,1043,2332,1130,2245,1140,633332.052642867,5807439.759221993
DJI_20250513135445_0103_D.JPG,0,2345,1913,2350,2000,2263,2004,2258,1918,632585.7071458588,5807520.769025792
DJI_20250513135445_0103_D.JPG,1,2239,1718,2324,1709,2334,1795,2247,1803,632471.0792610631,5807531.220919295
